CUENTA;FECHA VISITA;EFECTIVA
490418142;22/11/2023;1
258865500;23/11/2023;1
558067565;23/11/2023;1
190202240;23/11/2023;1
202539361;24/11/2023;1
311484081;30/11/2023;1
466601211;30/11/2023;1
228662394;28/11/2023;1
190918350;24/11/2023;1
196390928;3/10/2023;1
542662261;5/10/2023;1
219941262;5/10/2023;1
536328845;9/10/2023;1
389089499;20/10/2023;1
216648683;21/10/2023;1
246619184;2/10/2023;1
195984000;9/10/2023;1
197721409;10/10/2023;1
219941262;11/10/2023;1
191476164;20/10/2023;1
217736866;26/10/2023;1
309865463;13/10/2023;1
529084680;11/06/2024;0
404985432;12/06/2024;0
198248760;12/07/2024;0
198472319;5/08/2024;1
214290926;5/08/2024;1
206705666;1/08/2024;0
198472319;5/08/2024;0
271617386;6/08/2024;0
205680217;6/08/2024;1
501180493;6/08/2024;1
232944914;8/08/2024;1
488257712;8/08/2024;1
478470878;8/08/2024;0
226694867;9/08/2024;0
227168202;9/08/2024;0
539364070;9/08/2024;0
194853890;9/08/2024;1
228481821;12/08/2024;0
217840800;12/08/2024;0
416685606;13/08/2024;1
503493902;13/08/2024;1
192276499;13/08/2024;1
508170807;13/08/2024;0
252342162;13/08/2024;1
426286172;14/08/2024;1
196603509;14/08/2024;0
568348732;14/08/2024;0
526729933;14/08/2024;1
535386766;14/08/2024;1
449387077;15/08/2024;0
190530694;15/08/2024;1
449387077;15/08/2024;0
192210363;15/08/2024;1
230734603;15/08/2024;1
561303958;16/08/2024;0
207353468;16/08/2024;0
195206843;16/08/2024;0
284364713;17/08/2024;1
199265016;17/08/2024;1
190804596;15/08/2024;0
549412555;16/08/2024;0
223152025;20/08/2024;1
572155059;20/08/2024;1
233356524;20/08/2024;1
209637847;20/08/2024;0
490464589;21/08/2024;1
344765309;21/08/2024;1
314004308;22/08/2024;0
501105116;22/08/2024;0
307913493;21/08/2024;1
308043996;21/08/2024;1
226982715;22/08/2024;1
377944406;22/08/2024;1
207108284;23/08/2024;0
260787750;22/08/2024;1
363825115;23/08/2024;0
202618503;23/08/2024;0
234097465;23/08/2024;0
569812107;23/08/2024;0
526098910;23/08/2024;0
574280436;22/08/2024;1
574296007;22/08/2024;1
228061825;23/08/2024;1
222674403;23/08/2024;1
264453230;22/08/2024;0
338784249;23/08/2024;0
203392651;24/08/2024;1
559358713;23/08/2024;0
190487961;25/08/2024;0
251928839;26/08/2024;0
536328845;26/08/2024;1
521311185;27/08/2024;0
481255875;27/08/2024;0
198158872;27/08/2024;0
257439004;27/08/2024;0
386344612;27/08/2024;0
569990582;27/08/2024;0
220477402;27/08/2024;0
238725653;27/08/2024;1
404985432;28/08/2024;0
270456702;27/08/2024;0
202352106;27/08/2024;0
507412569;27/08/2024;0
205735424;27/08/2024;0
271220628;27/08/2024;0
283684903;27/08/2024;0
515421690;28/08/2024;0
192436427;27/08/2024;0
191334247;27/08/2024;0
253818901;28/08/2024;0
195738049;29/08/2024;0
361224948;29/08/2024;0
489709695;29/08/2024;0
196390928;29/08/2024;0
195318143;29/08/2024;0
407705393;30/08/2024;1
197863426;30/08/2024;1
209763203;30/08/2024;1
220211752;2/09/2024;0
256312061;2/09/2024;0
197066461;2/09/2024;1
213667987;3/09/2024;1
249587723;3/09/2024;0
287133352;3/09/2024;1
216757532;3/09/2024;1
199581027;4/09/2024;1
196840388;3/09/2024;0
197425246;3/09/2024;0
232770889;3/09/2024;0
246619184;5/09/2024;0
361562261;5/09/2024;0
268231810;5/09/2024;0
468366087;5/09/2024;0
217634535;5/09/2024;0
572354906;6/09/2024;0
291225127;5/09/2024;0
197435115;6/09/2024;1
201553568;6/09/2024;1
194392784;6/09/2024;0
195358739;9/09/2024;0
200690611;9/09/2024;0
230421002;9/09/2024;1
251864530;9/09/2024;1
195293653;10/09/2024;0
201108850;10/09/2024;0
230734603;10/09/2024;0
476563209;10/09/2024;0
219013036;10/09/2024;1
239427885;11/09/2024;0
190498617;11/09/2024;0
504279181;11/09/2024;0
248695946;11/09/2024;1
262665399;12/09/2024;0
203644041;11/09/2024;1
194931245;11/09/2024;0
507472903;11/09/2024;0
195296904;11/09/2024;0
475604550;11/09/2024;0
485449374;12/09/2024;1
282165068;12/09/2024;1
190410189;12/09/2024;0
232495241;12/09/2024;0
349684188;12/09/2024;1
293464478;12/09/2024;1
293464478;13/09/2024;0
489927403;12/09/2024;1
450565745;13/09/2024;0
196721550;13/09/2024;0
193759866;13/09/2024;0
191501603;13/09/2024;1
491265591;13/09/2024;1
262101902;13/09/2024;0
532289683;16/09/2023;0
190636143;17/09/2023;0
576124271;17/09/2024;0
478140760;16/09/2024;0
233831796;16/09/2024;0
233831796;16/09/2024;0
202643305;16/09/2024;0
324684019;16/09/2024;0
254713198;16/09/2024;0
246521930;16/09/2024;0
206118204;16/09/2024;1
196666294;16/09/2024;1
203073209;16/09/2024;1
204005309;16/09/2024;1
213482396;17/09/2024;1
254723067;17/09/2024;0
245852976;17/09/2024;0
210238222;17/09/2024;1
220924511;17/09/2024;0
207022573;17/09/2024;0
308244307;17/09/2024;0
407205478;17/09/2024;0
217473810;18/09/2024;0
206198486;18/09/2024;0
204687837;18/09/2024;0
269771280;18/09/2024;0
217434001;18/09/2024;0
214652052;18/09/2024;0
203828955;18/09/2024;0
203756241;18/09/2024;0
213651316;18/09/2024;0
204203479;18/09/2024;0
205098760;18/09/2024;0
265315200;17/09/2024;1
223040725;19/09/2024;0
210394305;19/09/2024;0
481161859;19/09/2024;0
248078867;19/09/2024;0
227770507;19/09/2024;0
259286302;19/09/2024;0
575675489;17/09/2024;1
201317576;19/09/2024;0
211611912;19/09/2024;0
532039594;19/09/2024;0
265767487;17/09/2024;1
505873020;20/09/2024;0
224351721;20/09/2024;0
203976613;20/09/2024;0
220867691;20/09/2024;0
223557098;16/09/2024;0
201153400;16/09/2024;0
228862918;17/09/2024;1
204021029;17/09/2024;0
253504513;17/09/2024;0
262341122;17/09/2024;0
203851103;17/09/2024;0
479772682;17/09/2024;0
207504204;18/09/2024;0
222059888;18/09/2024;0
211301752;18/09/2024;0
250818244;18/09/2024;0
205089678;18/09/2024;1
210726604;19/09/2024;0
255438409;18/09/2024;1
533651617;19/09/2024;1
254714975;16/09/2024;0
259277200;16/09/2024;0
203139162;19/09/2024;1
259400052;17/09/2024;0
228514626;17/09/2024;0
200418261;17/09/2024;0
191049630;17/09/2024;0
217556080;18/09/2024;0
190921750;18/09/2024;0
227915602;18/09/2024;0
287404803;18/09/2024;0
229235719;18/09/2024;0
309384609;19/09/2024;0
228439612;19/09/2024;0
499775517;19/09/2024;0
259765692;16/09/2024;0
203912151;16/09/2024;0
542841260;16/09/2024;0
222439298;18/09/2024;0
207925997;18/09/2024;0
207498726;18/09/2024;0
205046631;18/09/2024;0
204038477;18/09/2024;0
204364457;18/09/2024;0
249126454;19/09/2024;0
255177827;19/09/2024;0
210416444;19/09/2024;0
237525170;19/09/2024;1
505131321;19/09/2024;1
208140473;17/09/2024;0
529084680;20/09/2024;1
526098910;20/09/2024;0
191377184;23/09/2024;0
191204763;23/09/2024;0
191385499;23/09/2024;1
313504374;23/09/2024;0
579658608;23/09/2024;0
251854661;23/09/2024;1
190570280;23/09/2024;0
190586841;23/09/2024;0
190653640;23/09/2024;0
190801145;23/09/2024;0
190822770;23/09/2024;0
190970438;23/09/2024;0
247782634;24/09/2024;1
191547991;24/09/2024;1
191447224;24/09/2024;0
190999319;24/09/2024;0
479399841;24/09/2024;1
206607463;24/09/2024;0
190972002;24/09/2024;0
191029892;24/09/2024;0
191197308;24/09/2024;0
191380584;24/09/2024;0
190755971;24/09/2024;0
190409343;24/09/2024;0
190751843;24/09/2024;0
190728605;24/09/2024;0
190710470;24/09/2024;0
190659332;24/09/2024;0
363704823;17/09/2024;0
191569303;24/09/2024;0
193756415;25/09/2024;1
196295076;25/09/2024;1
194879320;25/09/2024;1
193713588;25/09/2024;0
191602257;25/09/2024;0
191631197;25/09/2024;0
191599010;25/09/2024;0
258635259;25/09/2024;0
200915735;25/09/2024;0
191660027;25/09/2024;0
207180100;26/09/2024;0
260951975;26/09/2024;1
198298225;26/09/2024;0
192887827;26/09/2024;0
190393945;23/09/2024;0
220742171;27/09/2024;0
193640097;27/09/2024;0
197179548;27/09/2024;0
220611800;27/09/2024;0
493583974;27/09/2024;1
192553691;27/09/2024;0
192123816;27/09/2024;0
192108983;27/09/2024;0
192928037;27/09/2024;0
192946211;27/09/2024;0
193310089;27/09/2024;0
193758089;26/09/2024;0
191671783;27/09/2024;0
191676698;27/09/2024;0
193751500;25/09/2024;0
193754951;25/09/2024;0
193805930;25/09/2024;0
193750723;25/09/2024;0
193684801;25/09/2024;0
526098910;27/09/2024;0
363704823;1/10/2024;1
527755381;1/10/2024;1
371044909;1/10/2024;0
478140760;2/10/2024;0
194047733;2/10/2024;0
194744931;2/10/2024;0
197179548;2/10/2024;0
193989107;2/10/2024;0
193949511;2/10/2024;0
194866000;2/10/2024;0
194398476;2/10/2024;0
194109578;3/10/2024;0
194380241;3/10/2024;0
194234147;3/10/2024;0
193851377;3/10/2024;0
194061899;3/10/2024;0
194069145;3/10/2024;0
193910761;3/10/2024;0
543524321;4/10/2024;1
190700501;4/10/2024;0
217621215;4/10/2024;0
207353468;3/10/2024;0
525000654;3/10/2024;0
191663478;4/10/2024;1
512662820;4/10/2024;1
215532306;4/10/2024;0
227123701;7/10/2024;1
227519682;7/10/2024;1
249856610;7/10/2024;1
268100559;7/10/2024;1
320784260;7/10/2024;1
575577286;7/10/2024;0
225796239;8/10/2024;0
226752474;8/10/2024;1
500996401;8/10/2024;0
293707676;8/10/2024;1
559261356;8/10/2024;1
225403546;8/10/2024;1
263835155;8/10/2024;1
577018512;8/10/2024;1
344765309;9/10/2024;0
490464589;9/10/2024;0
495715567;10/10/2024;0
502879055;10/10/2024;0
285804153;10/10/2024;0
226494333;10/10/2024;0
257048938;10/10/2024;0
322104104;10/10/2024;0
575176341;10/10/2024;0
225662627;8/10/2024;1
479981308;9/10/2024;1
318726785;8/10/2024;0
261646479;9/10/2024;0
226168353;9/10/2024;0
527394132;9/10/2024;0
225897883;9/10/2024;0
237874349;9/10/2024;0
225622031;9/10/2024;0
349524987;10/10/2024;0
480019924;9/10/2024;1
529267707;10/10/2024;0
223633989;10/10/2024;0
547844186;10/10/2024;0
474385279;10/10/2024;1
226017244;10/10/2024;0
226092511;10/10/2024;0
437005285;10/10/2024;0
290705345;10/10/2024;0
258487854;10/10/2024;0
222721354;10/10/2024;0
202618503;11/10/2024;0
529930060;10/10/2024;1
260799293;11/10/2024;1
264184343;11/10/2024;1
210687068;11/10/2024;0
226993471;9/10/2024;0
268668164;11/10/2024;1
210795130;11/10/2024;1
210571630;10/10/2024;0
227370459;10/10/2024;0
579638850;10/10/2024;0
268071882;16/10/2024;0
502887360;11/10/2024;0
198373339;11/10/2024;0
577838676;15/10/2024;0
218958751;15/10/2024;0
195315702;15/10/2024;0
298744496;15/10/2024;0
221635635;10/10/2024;0
272447428;16/10/2024;1
248048140;16/10/2024;0
577838676;16/10/2024;0
224742797;17/10/2024;0
252475997;17/10/2024;0
192297014;17/10/2024;1
199529949;17/10/2024;1
206990436;17/10/2024;0
249549701;17/10/2024;0
346766904;17/10/2024;1
502887360;15/10/2024;0
227519682;17/10/2024;1
226433112;17/01/2024;0
545790848;17/10/2024;0
234097465;18/10/2024;0
197032616;17/10/2024;1
526098910;18/10/2024;0
215658603;18/10/2024;0
226433112;17/10/2024;1
270819615;17/10/2024;0
474168248;18/10/2024;1
473142859;18/10/2024;1
198466578;18/10/2024;0
253527602;18/10/2024;1
214506858;21/10/2024;0
194361280;18/10/2024;1
227058576;21/10/2024;1
269071731;22/10/2024;1
205214084;22/10/2024;1
468268884;22/10/2024;1
231900241;23/10/2024;0
198472319;23/10/2024;0
546845904;22/10/2024;1
326123791;22/10/2024;1
525000654;24/10/2024;0
261937778;22/10/2024;1
196601945;24/10/2024;0
481613873;22/10/2024;1
201566788;23/10/2024;1
195780258;25/10/2024;0
572569204;23/10/2024;1
225997640;23/10/2024;1
226426594;23/10/2024;1
374944749;24/10/2024;1
463665016;24/10/2024;1
206892233;25/10/2024;0
220311519;25/10/2024;0
195790127;24/10/2024;1
540671545;25/10/2024;1
198445943;25/10/2024;0
315764140;25/10/2024;0
305324659;28/10/2024;0
196124219;25/10/2024;1
219354800;28/10/2024;0
309104803;28/10/2024;0
238292700;28/10/2024;0
190228780;28/10/2024;1
253818901;28/10/2024;0
193048661;28/10/2024;0
220585484;28/10/2024;0
197662015;28/10/2024;0
208819338;28/10/2024;0
208827643;28/10/2024;0
214002805;28/10/2024;0
190207155;28/10/2024;0
254220701;28/10/2024;0
216933290;28/10/2024;0
479396400;28/10/2024;1
213667987;28/10/2024;0
208450733;28/10/2024;0
213536616;28/10/2024;0
231477108;28/10/2024;0
224857338;28/10/2024;0
230308966;28/10/2024;0
195498192;25/10/2024;0
231932522;28/10/2024;0
233113063;28/10/2024;0
190636143;28/10/2024;0
191541209;28/10/2024;0
480619606;29/10/2024;0
483691209;29/10/2024;0
213125802;29/10/2024;0
269941197;28/10/2024;1
240993631;29/10/2024;1
193952911;29/10/2024;1
298525701;29/10/2024;0
201011493;28/10/2024;0
231632131;29/10/2024;0
536853572;29/10/2024;0
233356524;29/10/2024;0
475616993;29/10/2024;0
381784891;28/10/2024;0
538132206;28/10/2024;0
466285473;28/10/2024;0
466569144;28/10/2024;0
571144544;29/10/2024;0
575885982;29/10/2024;0
205535800;29/10/2024;1
553970563;29/10/2024;1
191398709;30/10/2024;0
522375506;29/10/2024;1
269941197;30/10/2024;0
193473621;30/10/2024;1
581034655;30/10/2024;1
571868969;30/10/2024;1
191763235;30/10/2024;1
238434554;30/10/2024;1
206578796;30/10/2024;0
208711215;30/10/2024;0
260725752;30/10/2024;0
559078170;30/10/2024;1
479399841;30/10/2024;1
479399841;30/10/2024;1
198415226;31/10/2024;1
500560844;1/11/2024;1
364964740;1/11/2024;1
190669201;1/11/2024;0
340925721;1/11/2024;1
198831004;1/11/2024;0
263434310;1/11/2024;0
209512327;5/11/2024;0
220378422;5/11/2024;0
344564008;6/11/2024;1
293564135;6/11/2024;1
581444782;6/11/2024;0
427226697;6/11/2024;0
540211053;6/11/2024;1
472567701;6/11/2024;1
575615045;7/11/2024;1
476172233;7/11/2024;1
551091207;7/11/2024;1
209139596;7/11/2024;1
195147459;7/11/2024;1
575024555;7/11/2024;1
525087305;7/11/2024;1
205310613;7/11/2024;1
254027646;7/11/2024;0
227411669;7/11/2024;0
225716057;7/11/2024;1
223054822;8/11/2024;1
479624914;8/11/2024;1
512385628;8/11/2024;0
565128603;8/11/2024;1
565128603;8/11/2024;0
559589741;8/11/2024;0
198991205;12/11/2024;1
224666806;12/11/2024;1
542841260;12/11/2024;1
557016364;13/11/2024;1
344564008;13/11/2024;0
194874415;13/11/2024;1
251655714;13/11/2024;1
251655714;14/11/2024;0
196025139;14/11/2024;0
192933001;14/11/2024;0
300844847;13/11/2024;1
569812107;13/11/2024;0
544569781;13/11/2024;1
218304486;14/11/2024;1
231164507;14/11/2024;0
254962400;14/11/2024;0
526098910;14/11/2024;0
560074708;14/11/2024;1
554876347;14/11/2024;0
227121147;14/11/2024;0
225716057;14/11/2024;0
252108634;14/11/2024;0
265024001;15/11/2024;1
481923133;15/11/2024;1
510736290;15/11/2024;0
407085026;15/11/2024;0
269166534;15/11/2024;0
270034242;15/11/2024;0
576957545;15/11/2024;1
537405372;15/11/2024;0
537284243;15/11/2024;0
193264905;15/11/2024;0
497415084;15/11/2024;0
193065068;15/11/2024;0
214290926;15/11/2024;0
232051379;15/11/2024;0
218304486;18/11/2024;1
327944581;18/11/2024;1
262295958;18/11/2024;1
214290926;19/11/2024;0
344564008;19/11/2024;0
560073911;18/11/2024;1
225664291;18/11/2024;1
445488005;18/11/2024;1
449105607;18/11/2024;0
560058088;18/11/2024;1
449125445;19/11/2024;1
265021650;19/11/2024;1
560061488;19/11/2024;1
560062265;19/11/2024;1
192276499;19/11/2024;1
239490619;20/11/2024;1
275828282;21/11/2024;0
560063042;20/11/2024;1
221024307;20/11/2024;1
546544836;20/11/2024;0
226433112;20/11/2024;0
247468297;20/11/2024;0
545790848;20/11/2024;0
552210721;21/11/2024;0
560060601;20/11/2024;1
539364070;21/11/2024;0
572514834;21/11/2024;0
333144406;6/11/2024;0
226057830;21/11/2024;0
379464147;20/11/2024;1
260787750;21/11/2024;0
379167007;21/11/2024;0
579688315;20/11/2024;0
579687538;20/11/2024;0
579706336;20/11/2024;0
578376632;20/11/2024;1
560059865;20/11/2024;1
222674403;22/11/2024;0
256025890;22/11/2024;0
529930060;22/11/2024;0
223152025;22/11/2024;0
193281302;21/11/2024;1
560071357;18/11/2024;0
574280436;21/11/2024;0
574296007;21/11/2024;0
198248760;15/11/2024;0
254819647;21/11/2024;1
250249066;21/11/2024;1
252847992;22/11/2024;1
191390453;25/11/2024;0
195279507;25/11/2024;0
220609297;25/11/2024;0
192063645;25/11/2024;0
258625380;27/11/2024;1
193536043;27/11/2024;1
230210712;27/11/2024;1
430326918;28/11/2024;1
191718685;28/11/2024;0
213242176;28/11/2024;1
268983498;29/11/2024;0
219731769;29/11/2024;1
268983498;30/11/2024;0
198102615;29/11/2024;1
193048661;29/11/2024;1
537269300;22/03/2024;0
576124271;17/09/2024;0
230453383;31/10/2024;0
197186076;2/12/2024;1
574169964;2/12/2024;1
542579842;2/12/2024;0
210046903;2/12/2024;1
298867342;3/12/2024;1
218168314;3/12/2024;1
206218061;3/12/2024;0
432605492;3/12/2024;0
501929408;4/12/2024;0
501994806;4/12/2024;0
490028863;4/12/2024;0
474506308;4/12/2024;0
249185001;4/12/2024;0
252769537;4/12/2024;0
406226144;6/12/2024;0
541896781;7/12/2024;0
503970638;7/12/2024;0
572666620;7/12/2024;0
198248760;5/12/2024;0
271617386;9/12/2024;1
313504374;9/12/2024;0
200829075;10/12/2024;0
489927403;10/12/2024;0
494784234;9/12/2024;1
226059404;10/12/2024;0
226982715;11/12/2024;0
307218859;10/12/2024;0
200247577;10/12/2024;0
201225014;10/12/2024;0
201878602;10/12/2024;0
307735171;9/12/2024;1
205790953;11/12/2024;0
256052266;11/12/2024;0
206165318;11/12/2024;0
227462901;11/12/2024;0
227057799;11/12/2024;0
494784234;9/12/2024;1
227174053;10/12/2024;1
491927008;10/12/2024;1
251443857;11/12/2024;0
501367748;10/12/2024;0
226193165;9/12/2024;0
320164730;9/12/2024;0
320164730;9/12/2024;0
227289604;11/12/2024;0
246699366;10/12/2024;1
226993471;11/12/2024;0
250218562;10/12/2024;1
527614241;10/12/2024;1
490940428;10/12/2024;1
227411669;11/12/2024;1
354255262;11/12/2024;1
270005202;11/12/2024;1
320164730;11/12/2024;1
263808889;13/12/2024;0
210629298;12/12/2024;0
338784249;12/12/2024;0
293045159;11/12/2024;1
264453230;11/12/2024;1
210627624;12/12/2024;0
531749053;12/12/2024;0
208126317;13/12/2024;0
217556080;13/12/2024;0
212751224;13/12/2024;0
572938968;12/12/2024;1
210284669;12/12/2024;1
529820324;12/12/2024;1
203155782;10/12/2024;0
228061825;11/12/2024;0
221525909;11/12/2024;0
477716568;11/12/2024;0
530454877;11/12/2024;0
228481821;12/12/2024;0
475175625;13/12/2024;1
208088558;13/12/2024;0
207971324;13/12/2024;0
195279507;16/12/2024;0
271334592;12/12/2024;0
247468297;12/12/2024;0
271855932;12/12/2024;0
211813100;13/12/2024;1
559358713;12/12/2024;0
251343090;13/12/2024;1
261656348;13/12/2024;1
468885963;17/12/2024;0
198247983;16/12/2024;0
204429533;16/12/2024;0
206729632;16/12/2024;0
205164782;13/12/2024;1
258625380;16/12/2024;0
253818901;16/12/2024;0
554257604;13/12/2024;1
191502490;16/12/2024;1
191541209;17/12/2024;0
204171351;18/12/2024;0
555705349;18/12/2024;0
555705349;17/12/2024;1
412125721;17/12/2024;1
196583924;18/12/2024;1
422946409;18/12/2024;0
267693017;19/12/2024;0
509140039;18/12/2024;1
257229501;19/12/2024;0
197643054;18/12/2024;1
503708057;20/12/2024;0
489530645;19/12/2024;1
517404001;26/12/2024;1
562948090;26/12/2024;1
214952443;26/12/2024;1
257466370;26/12/2024;0
196649897;26/12/2024;0
232339278;27/12/2024;0
195449404;27/12/2024;0
485952699;26/12/2024;1
212856906;30/12/2024;1
192471108;30/12/2024;0
204171351;30/12/2024;0
556322647;31/12/2024;0
255497066;30/12/2024;1
501614223;2/01/2025;0
200019890;3/01/2025;1
217116336;3/01/2025;1
406985240;3/01/2025;1
521172772;3/01/2025;0
521172772;3/01/2025;0
521172772;3/01/2025;0
518704241;4/01/2025;1
521172772;4/01/2025;1
521172772;4/01/2025;1
521172772;4/01/2025;1
219354800;7/01/2025;0
191385499;7/01/2025;0
191195734;7/01/2025;0
251864530;7/01/2025;0
192008116;7/01/2025;0
191547991;7/01/2025;0
481505601;7/01/2025;0
543524321;7/01/2025;0
491265591;7/01/2025;0
282165068;7/01/2025;0
571472098;8/01/2025;0
218498422;8/01/2025;0
231165284;8/01/2025;0
269938797;8/01/2025;0
230734603;8/01/2025;0
515521357;9/01/2025;1
216237879;9/01/2025;1
460005233;9/01/2025;1
193562632;9/01/2025;1
323830001;9/01/2025;0
220609297;9/01/2025;0
253036889;10/01/2025;1
541793673;10/01/2025;0
234799578;10/01/2025;0
198600976;10/01/2025;1
477921156;10/01/2025;0
198141424;13/01/2025;0
436785057;11/01/2025;1
201495951;14/01/2025;0
230680183;14/01/2025;1
192820914;13/01/2025;0
193750723;13/01/2025;0
283404297;13/01/2025;0
258410072;13/01/2025;1
310184731;14/01/2025;1
270122576;14/01/2025;1
225856400;14/01/2025;1
449425836;14/01/2025;1
191882063;15/01/2025;0
269140004;14/01/2025;1
490940428;14/01/2025;0
324664271;15/01/2025;1
225657663;15/01/2025;1
227463798;15/01/2025;0
226057830;16/01/2025;0
305825251;16/01/2025;1
529414525;14/01/2025;1
578695994;17/01/2025;1
251224262;17/01/2025;1
349028190;14/01/2025;1
214544980;14/01/2025;1
508403326;15/01/2025;0
262754500;16/01/2025;0
228439612;16/01/2025;0
214895513;16/01/2025;0
228078273;17/01/2025;0
477921156;20/01/2025;1
191726990;18/01/2025;0
216757532;20/01/2025;0
231339319;20/01/2025;0
197863426;20/01/2025;0
323085165;20/01/2025;0
197435115;20/01/2025;0
198472319;20/01/2025;0
230280025;20/01/2025;0
194853890;20/01/2025;0
582418042;20/01/2025;1
522375506;20/01/2025;0
194866000;20/01/2025;0
203644041;20/01/2025;0
214121633;21/01/2025;0
206003653;21/01/2025;1
576957545;13/01/2025;0
204368585;16/01/2025;0
487061416;14/01/2025;0
268800008;16/01/2025;0
202618503;17/01/2025;0
542841260;17/01/2025;0
203282915;17/01/2025;0
572514834;16/01/2025;0
250818244;17/01/2025;0
249126454;17/01/2025;0
205089678;17/01/2025;0
204069971;17/01/2025;1
493640704;16/01/2025;1
240731009;17/01/2025;0
259511475;17/01/2025;0
228451104;16/01/2025;1
531749053;16/01/2025;1
263243888;15/01/2025;0
248023497;15/01/2025;1
479198430;15/01/2025;0
219652527;22/01/2025;1
196840388;22/01/2025;0
196607637;21/01/2025;0
230421002;21/01/2025;0
224351721;21/01/2025;0
196390928;22/01/2025;0
490464589;21/01/2025;0
582055039;22/01/2025;1
581034655;22/01/2025;0
547041429;21/01/2025;1
219146861;21/01/2025;1
219146861;21/01/2025;0
468406400;21/01/2025;0
349684188;21/01/2025;0
251854661;21/01/2025;0
500578079;21/01/2025;0
200915735;21/01/2025;0
323830001;22/01/2025;0
201891981;22/01/2025;0
426286172;22/01/2025;0
287133352;22/01/2025;0
197066461;22/01/2025;0
195873597;13/01/2025;0
217952100;13/01/2025;0
349684188;22/01/2025;0
198158872;22/01/2025;0
407705393;22/01/2025;0
483098096;22/01/2025;0
209352499;22/01/2025;0
485632450;23/01/2025;1
197973162;22/01/2025;0
403846907;23/01/2025;0
201154297;24/01/2025;1
573576691;24/01/2025;0
500017933;24/01/2025;0
190620582;24/01/2025;0
191365641;24/01/2025;0
213689399;24/01/2025;1
573046059;22/01/2025;0
268100559;22/01/2025;0
227123701;22/01/2025;0
225403546;22/01/2025;0
249856610;22/01/2025;0
225662627;22/01/2025;0
227411669;23/01/2025;0
539364070;23/01/2025;0
205098760;24/01/2025;0
227058576;22/01/2025;0
269163293;27/01/2025;0
252700060;27/01/2025;0
193562632;27/01/2025;0
214471599;27/01/2025;0
190801145;27/01/2025;0
268668164;24/01/2025;0
491943728;27/01/2025;0
195309051;27/01/2025;0
231414423;27/01/2025;0
191802881;27/01/2025;0
193409000;27/01/2025;0
206619906;27/01/2025;0
230906084;27/01/2025;0
383524631;28/01/2025;0
238725653;27/01/2025;0
570392110;27/01/2025;0
315084449;27/01/2025;0
200503144;27/01/2025;0
496741005;28/01/2025;0
309404294;28/01/2025;0
488257712;22/01/2025;0
206990436;28/01/2025;0
191637889;28/01/2025;0
191309435;28/01/2025;0
506591772;28/01/2025;0
541896781;28/01/2025;0
346766904;28/01/2025;0
293464478;28/01/2025;0
292187217;28/01/2025;0
299125502;28/01/2025;0
260394220;28/01/2025;0
196587052;28/01/2025;0
191384702;28/01/2025;0
272447428;29/01/2025;0
503944149;29/01/2025;1
230252972;28/01/2025;0
259944791;28/01/2025;0
201566788;29/01/2025;0
259957901;29/01/2025;1
213157193;29/01/2025;1
259725006;29/01/2025;0
198247983;29/01/2025;0
268071882;29/01/2025;0
506591772;29/01/2025;1
483689686;29/01/2025;1
490858896;29/01/2025;1
503792416;30/01/2025;1
489709695;30/01/2025;0
196086350;30/01/2025;0
190692459;28/01/2025;0
206155449;28/01/2025;0
191563601;30/01/2025;1
383044564;30/01/2025;0
542662261;30/01/2025;0
219941262;30/01/2025;0
505552004;30/01/2025;0
504021736;31/01/2025;0
504271825;31/01/2025;1
190325106;31/01/2025;0
191630300;31/01/2025;0
436785057;1/02/2025;0
216712031;3/02/2025;0
238913844;3/02/2025;1
190527294;3/02/2025;0
292187217;3/02/2025;1
292187217;3/02/2025;0
328964288;3/02/2025;1
483560938;4/02/2025;0
214323821;4/02/2025;1
191630300;4/02/2025;1
207263570;4/02/2025;1
205735424;4/02/2025;0
259541192;4/02/2025;0
249192639;4/02/2025;0
224380661;5/02/2025;1
220211752;5/02/2025;0
230084629;5/02/2025;0
379047492;5/02/2025;0
195265400;5/02/2025;0
220115013;5/02/2025;1
399465418;5/02/2025;1
221971594;4/02/2025;1
216441680;6/02/2025;0
192033928;6/02/2025;0
190300443;6/02/2025;0
248278491;6/02/2025;0
252158109;6/02/2025;0
236501345;6/02/2025;0
194982597;6/02/2025;0
257403695;6/02/2025;0
233026416;6/02/2025;0
518201985;6/02/2025;0
