CUENTA;FECHA VISITA;EFECTIVA
206223025;17/06/2024;1
227411669;18/06/2024;1
226350752;18/06/2024;1
322104104;18/06/2024;1
259990028;28/02/2024;0
505656909;18/06/2024;1
226170976;18/06/2024;1
254962400;19/06/2024;1
247468297;19/06/2024;1
226092511;19/06/2024;1
225278130;19/06/2024;1
225716057;19/06/2024;1
199577840;19/06/2024;1
203620075;19/06/2024;1
237874349;20/06/2024;1
234314323;20/06/2024;1
250550193;20/06/2024;1
215752778;3/01/2024;1
494949187;21/06/2024;1
213655444;3/01/2024;1
270312221;3/01/2024;1
437005285;21/06/2024;1
440125354;21/06/2024;1
576324805;21/06/2024;1
227370459;21/06/2024;1
226993471;21/06/2024;1
386344612;25/06/2024;1
498581885;5/01/2024;1
269166534;26/06/2024;1
230280025;26/06/2024;1
270034242;26/06/2024;1
193065068;26/06/2024;1
523314334;27/06/2024;1
214471599;27/06/2024;1
475604550;5/01/2024;1
190207155;27/06/2024;1
194979197;27/06/2024;1
544363565;2/07/2024;1
196591239;2/07/2024;1
376744923;2/07/2024;1
497415084;2/07/2024;1
540568388;3/07/2024;1
313024207;3/07/2024;1
196948401;9/01/2024;1
571144544;4/07/2024;1
197425246;4/07/2024;1
298525701;4/07/2024;1
217705362;10/01/2024;1
257170166;10/01/2024;1
538132206;4/07/2024;1
249587723;5/07/2024;1
216959720;5/07/2024;1
510736290;5/07/2024;1
216527291;10/01/2024;1
237694563;10/01/2024;1
201891981;5/07/2024;1
272533198;11/01/2024;1
208126317;5/07/2024;1
467104606;11/01/2024;1
316444960;11/01/2024;1
230453383;11/01/2024;1
233184153;10/01/2024;0
214314739;11/01/2024;1
192436427;12/01/2024;1
235239178;12/01/2024;1
194790278;8/07/2024;1
215875624;12/01/2024;1
206621519;12/01/2024;1
323787278;8/07/2024;1
370567064;8/07/2024;1
198831004;8/07/2024;1
269941197;9/07/2024;1
216757532;9/07/2024;1
196840388;9/07/2024;1
492841256;10/07/2024;1
514927348;16/01/2024;1
216063834;10/07/2024;1
202756392;10/07/2024;1
215653798;10/07/2024;1
258394615;10/07/2024;1
536853572;10/07/2024;1
193084129;10/07/2024;1
263511898;16/01/2024;1
263434310;10/07/2024;1
235254001;11/07/2024;1
522085084;11/07/2024;1
194496679;12/07/2024;1
192956190;17/01/2024;1
215962271;17/01/2024;1
231652989;12/07/2024;1
454785733;12/07/2024;1
341104849;12/07/2024;1
216055429;18/01/2024;1
209157770;19/01/2024;1
298344338;19/01/2024;1
196848634;19/01/2024;1
523147778;16/07/2024;1
250998293;16/07/2024;1
256025890;16/07/2024;1
530454877;17/07/2024;1
503319655;17/07/2024;1
203840447;17/07/2024;1
482646790;17/07/2024;1
379167007;17/07/2024;1
196721550;22/01/2024;1
250249066;17/07/2024;1
196783558;23/01/2024;1
272132253;18/07/2024;1
537405372;18/07/2024;1
400742355;18/07/2024;1
507140221;18/07/2024;1
506972969;18/07/2024;1
272373250;18/07/2024;1
291389556;18/07/2024;1
206165318;18/07/2024;1
195442935;10/01/2024;0
477404834;24/01/2024;1
251443857;18/07/2024;1
498450614;24/01/2024;1
192045361;25/01/2024;1
227057799;18/07/2024;1
207646121;25/01/2024;1
193412400;18/07/2024;1
537284243;19/07/2024;1
253835308;23/07/2024;1
218498422;23/07/2024;1
518450297;23/07/2024;1
197662015;24/07/2024;1
269938797;24/07/2024;1
190232967;24/07/2024;1
193048661;24/07/2024;1
230071309;24/07/2024;1
554215444;25/07/2024;1
191398709;25/07/2024;1
572354906;26/07/2024;1
232770889;26/07/2024;1
580766426;26/07/2024;1
238292700;29/07/2024;1
238292700;29/07/2024;1
193264905;30/07/2024;1
254027646;30/07/2024;1
251493312;31/07/2024;1
209352499;31/07/2024;1
483691209;2/08/2024;1
541056889;2/08/2024;1
480619606;2/08/2024;1
220378422;2/08/2024;1
197179548;21/12/2023;0
216981191;6/12/2023;0
252769537;6/12/2023;0
489709695;7/12/2023;0
196424600;21/12/2023;0
505552004;21/12/2023;0
194283825;21/12/2023;0
195984000;21/12/2023;0
193317558;5/12/2023;0
200849813;5/12/2023;0
192370564;5/12/2023;0
219941262;5/12/2023;0
192368941;5/12/2023;0
246619184;3/10/2023;1
202352106;20/10/2023;1
549412555;31/10/2023;1
489927403;6/10/2023;1
288405449;17/10/2023;1
361224948;25/10/2023;1
521542103;25/10/2023;1
524347251;26/10/2023;1
539715340;24/10/2023;1
271220628;31/10/2023;1
224524989;24/10/2023;1
327477624;31/10/2023;1
197179548;2/12/2023;1
481255875;6/10/2023;1
195318143;6/10/2023;1
220477402;2/10/2023;1
192427335;9/10/2023;1
270456702;23/10/2023;1
386344612;12/10/2023;1
522257555;12/10/2023;1
482640008;19/12/2023;1
194110304;4/12/2023;0
257361608;5/12/2023;0
519431185;12/12/2023;0
232829214;12/12/2023;0
238488147;18/12/2023;0
196970862;12/10/2023;1
194294581;18/12/2023;1
534607703;21/12/2023;1
258508116;6/12/2023;0
198579555;6/12/2023;0
250332485;4/12/2023;0
246249743;4/12/2023;0
467457803;4/12/2023;0
482640008;7/12/2023;0
407005844;18/12/2023;0
300708512;18/12/2023;0
196788463;18/12/2023;0
201406687;11/12/2023;0
246039240;19/10/2023;1
415065217;4/12/2023;0
195984000;9/10/2023;1
191334247;20/10/2023;1
500210098;1/12/2023;0
217320147;6/10/2023;1
231924217;27/10/2023;1
194304297;17/10/2023;1
208732840;12/10/2023;1
193048661;2/12/2023;1
214030968;31/10/2023;1
198666002;23/10/2023;1
405925957;21/10/2023;1
279025141;27/10/2023;1
190506669;19/12/2023;0
246619184;7/12/2023;0
203231673;25/10/2023;1
198217266;20/10/2023;1
532217706;18/12/2023;1
193873789;2/12/2023;0
283684903;26/10/2023;1
192462016;4/10/2023;1
213178718;24/10/2023;1
216296426;31/10/2023;1
219578200;4/12/2023;1
205735424;13/10/2023;1
505872243;3/11/2023;1
192463803;4/10/2023;1
259541192;26/10/2023;1
572711017;10/10/2023;1
248812047;19/12/2023;1
231354252;19/12/2023;1
214110987;19/12/2023;1
252098928;23/10/2023;1
511665212;12/12/2023;1
519697735;2/12/2023;0
192491956;4/10/2023;1
195149013;18/10/2023;1
199737888;5/12/2023;0
540319176;23/10/2023;1
261240629;27/10/2023;1
501627443;31/10/2023;1
218696392;17/10/2023;1
198714830;18/10/2023;1
507412569;11/10/2023;1
268196302;26/10/2023;1
192410997;9/10/2023;1
561517489;6/12/2023;1
521311185;12/10/2023;1
192049599;5/12/2023;0
196594680;8/11/2023;1
195738049;4/10/2023;1
195984000;21/12/2023;0
192491956;5/12/2023;0
196390928;5/12/2023;0
420145508;20/12/2023;0
194283825;21/12/2023;0
220490781;21/12/2023;0
361224948;21/12/2023;0
199510937;21/12/2023;0
192463803;21/12/2023;0
194304297;21/12/2023;0
231470639;21/12/2023;0
234966034;21/12/2023;0
279025141;21/12/2023;0
237772918;21/12/2023;0
231924217;21/12/2023;0
386344612;21/12/2023;0
198217266;21/12/2023;0
194183068;21/12/2023;0
272067018;21/12/2023;0
194314166;21/12/2023;0
252098928;21/12/2023;0
208732840;21/12/2023;0
204964139;21/12/2023;0
192410997;21/12/2023;0
218696392;21/12/2023;0
192519797;18/12/2023;0
575176341;11/12/2023;1
237772918;19/10/2023;1
420145508;25/10/2023;1
328764654;18/10/2023;1
190550432;21/12/2023;1
192368941;5/10/2023;1
249585169;11/10/2023;1
194322471;13/10/2023;1
237175587;17/11/2023;1
192370564;5/10/2023;1
202486718;11/10/2023;1
420165356;25/10/2023;1
191476164;23/10/2023;1
489709695;4/10/2023;1
252108634;12/12/2023;1
255492151;6/12/2023;1
198158872;6/10/2023;1
222931857;13/12/2023;1
207925997;15/12/2023;1
193381179;2/12/2023;1
202263005;4/12/2023;1
190551219;21/12/2023;1
481255875;17/11/2023;1
257439004;27/10/2023;1
492830500;24/11/2023;1
197721409;9/10/2023;1
213975683;2/10/2023;1
268476945;12/10/2023;1
523913239;11/12/2023;1
501063229;6/12/2023;1
193521269;12/12/2023;1
201501439;9/10/2023;1
220410509;13/12/2023;1
521327746;12/10/2023;1
507540389;19/12/2023;1
231869951;24/11/2023;1
197690178;26/10/2023;1
202578170;8/11/2023;1
537147131;27/11/2023;1
217930708;31/10/2023;1
412865866;10/11/2023;1
458806711;27/10/2023;1
427848781;27/11/2023;1
200849813;5/10/2023;1
526132651;27/11/2023;1
218928034;11/10/2023;1
216094338;31/10/2023;1
214293377;18/11/2023;1
218450580;9/11/2023;1
508718401;23/11/2023;1
217843251;2/11/2023;1
521630437;6/12/2023;1
194283825;8/11/2023;1
268069269;14/11/2023;1
544660405;4/12/2023;0
478112607;12/12/2023;0
202618503;14/12/2023;0
193407446;4/12/2023;0
232894612;3/11/2023;1
194409969;5/12/2023;1
220490781;3/11/2023;1
505552004;4/10/2023;1
417825745;2/11/2023;1
194314166;3/11/2023;1
481865426;4/12/2023;1
219354800;18/12/2023;0
200915735;6/12/2023;0
193375328;2/12/2023;0
282285673;17/11/2023;1
203870164;3/10/2023;1
194138408;21/11/2023;1
202582357;1/12/2023;1
204040090;21/11/2023;1
204964139;20/10/2023;1
202543548;7/12/2023;0
208359009;2/12/2023;0
198247983;5/12/2023;0
514364901;6/12/2023;0
190325106;7/12/2023;0
554887003;7/12/2023;0
251493312;13/12/2023;0
569812107;15/12/2023;0
575343907;20/12/2023;0
218738389;20/12/2023;0
215556272;1/11/2023;1
559589741;1/11/2023;0
239462566;1/11/2023;0
513206315;1/11/2023;0
219882878;1/11/2023;0
193283976;4/10/2023;1
233536200;18/10/2023;1
191069488;4/11/2023;1
424768005;3/11/2023;1
223578613;13/12/2023;1
204783576;20/11/2023;1
520509137;20/11/2023;1
268557641;2/11/2023;0
191187429;2/11/2023;0
544364342;2/11/2023;0
544363565;2/11/2023;0
520323769;2/11/2023;0
207153834;15/12/2023;1
194613670;3/11/2023;1
209753324;4/12/2023;1
501907096;15/12/2023;1
417706917;24/11/2023;1
238101005;9/11/2023;1
560053173;1/11/2023;1
572362201;1/11/2023;1
193873789;5/12/2023;1
483282059;1/11/2023;1
199510937;1/11/2023;1
190938108;7/11/2023;0
449465422;7/11/2023;0
518201985;7/11/2023;0
233026416;7/11/2023;0
194982597;7/11/2023;0
224470559;9/11/2023;1
259277200;15/12/2023;1
415245003;3/11/2023;1
388284259;11/12/2023;1
530415968;8/11/2023;0
262920289;11/12/2023;1
385445207;14/11/2023;1
314504223;9/11/2023;0
217711103;9/11/2023;0
207498726;29/11/2023;1
190834203;4/11/2023;1
230488905;29/11/2023;1
530862230;2/11/2023;1
210165731;14/12/2023;1
531905863;10/11/2023;0
530490235;10/11/2023;0
216981191;20/11/2023;1
272067018;3/11/2023;1
467262233;22/11/2023;1
196673812;22/11/2023;1
207329433;7/12/2023;1
203866987;14/11/2023;0
475120255;14/11/2023;0
216448159;9/11/2023;1
335204485;2/12/2023;1
196424600;2/11/2023;1
207504204;29/11/2023;1
259088332;30/10/2023;1
226459652;11/12/2023;1
190203027;28/11/2023;1
200911607;24/10/2023;1
248818739;4/12/2023;1
196856949;3/11/2023;1
230667804;20/12/2023;1
231900241;15/11/2023;0
190334398;15/11/2023;0
263319610;20/11/2023;1
217929962;2/11/2023;1
204038477;29/11/2023;1
531963733;6/12/2023;1
234889466;21/11/2023;1
270329679;22/11/2023;1
213969932;20/11/2023;1
470541463;6/12/2023;1
553750191;16/11/2023;0
570390556;16/11/2023;0
190636143;16/11/2023;0
214172985;16/11/2023;0
230625654;17/11/2023;1
247671111;17/11/2023;0
259106353;6/12/2023;1
268983498;17/11/2023;0
553750191;17/11/2023;0
221338795;28/11/2023;1
280604054;21/11/2023;1
202539361;18/11/2023;0
308280765;17/11/2023;1
201664081;18/11/2023;0
527927852;18/11/2023;0
230564706;6/12/2023;1
195602873;20/11/2023;1
191144592;28/11/2023;1
527987296;6/12/2023;1
228387756;28/11/2023;1
529053186;18/11/2023;1
191725103;20/11/2023;0
309915765;12/12/2023;1
217473810;15/12/2023;1
541826478;1/12/2023;1
201452014;20/11/2023;0
476407226;20/11/2023;0
253362869;30/10/2023;1
257873056;12/12/2023;1
206092927;14/12/2023;1
196390928;21/11/2023;0
206223025;28/11/2023;1
196086350;5/10/2023;1
479399841;15/11/2023;1
571472098;21/11/2023;0
231469803;24/11/2023;1
552861755;21/11/2023;0
263687650;4/12/2023;1
484998018;21/11/2023;0
255071378;21/11/2023;0
252102942;21/11/2023;0
357144506;21/11/2023;0
386024483;21/11/2023;0
490104754;1/12/2023;1
270591150;4/11/2023;1
521312962;30/11/2023;1
207668533;21/11/2023;1
527157263;22/11/2023;0
247426037;27/11/2023;1
540647510;21/11/2023;1
271840158;22/11/2023;0
260157351;22/11/2023;0
193828129;22/11/2023;0
252366038;22/11/2023;0
216582710;22/11/2023;0
198254501;22/11/2023;0
230928496;22/11/2023;0
538847539;22/11/2023;0
257432525;22/11/2023;0
534354626;14/11/2023;1
208848278;4/12/2023;1
220747086;2/12/2023;1
265123081;23/11/2023;0
190674275;23/11/2023;0
192436427;6/10/2023;1
214172985;16/11/2023;1
323344283;24/11/2023;1
466601211;23/11/2023;0
278946990;23/11/2023;0
220324839;21/11/2023;1
322544858;11/12/2023;1
232999394;24/11/2023;0
201474426;24/11/2023;0
198396428;4/12/2023;1
236869426;24/11/2023;0
206155449;25/11/2023;0
192932214;25/11/2023;0
190695700;25/11/2023;0
190960569;25/11/2023;0
190693236;25/11/2023;0
473779727;27/11/2023;1
453307108;23/11/2023;1
254414684;22/11/2023;1
262972308;14/11/2023;1
196162241;14/12/2023;1
245976609;27/11/2023;0
253609295;27/11/2023;0
205103561;29/11/2023;1
547555341;14/12/2023;1
198373339;27/11/2023;0
190963900;27/11/2023;0
267592473;27/11/2023;0
193675619;28/11/2023;0
196601945;29/11/2023;0
268231810;2/10/2023;1
465067706;5/12/2023;1
234082681;13/12/2023;1
191995040;7/11/2023;1
200143682;18/11/2023;1
197855011;20/11/2023;1
544616632;1/12/2023;1
263632280;7/11/2023;1
210750639;13/12/2023;1
576374360;30/11/2023;0
506373064;30/11/2023;0
467586400;30/11/2023;0
344765309;12/12/2023;1
217711103;18/12/2023;1
235261539;1/11/2023;1
228481821;28/11/2023;0
494719836;5/12/2023;1
252769537;20/11/2023;1
224808650;22/11/2023;1
527228190;17/11/2023;1
264138906;30/11/2023;1
216981191;18/12/2023;1
554042296;12/12/2023;1
257836701;28/11/2023;1
534786965;20/11/2023;1
194183068;7/11/2023;1
192060204;15/11/2023;0
202507080;15/11/2023;0
231404554;20/11/2023;1
196621793;17/11/2023;0
542933712;1/12/2023;1
194901528;14/11/2023;1
467097231;22/11/2023;0
257443281;3/11/2023;1
222439298;29/11/2023;1
206153985;25/11/2023;0
536755279;4/12/2023;1
228478421;28/11/2023;1
194917199;14/11/2023;1
205046631;29/11/2023;1
356989464;24/11/2023;1
195498192;4/12/2023;1
228334940;28/11/2023;1
233291448;16/11/2023;1
256554745;9/11/2023;1
204364457;29/11/2023;1
205163905;29/11/2023;1
259990028;28/11/2023;1
211611912;13/12/2023;1
247351082;17/11/2023;1
511859105;7/11/2023;1
510227283;19/12/2023;1
255177827;14/12/2023;1
231414423;2/12/2023;1
194291130;3/11/2023;1
515580904;19/12/2023;1
557048645;7/11/2023;1
234867054;30/11/2023;1
468186201;23/11/2023;1
225798803;12/12/2023;1
216068749;16/11/2023;1
258865500;18/12/2023;1
192263279;9/11/2023;1
508706968;17/11/2023;1
236953622;1/11/2023;1
227889386;15/12/2023;1
211557433;15/12/2023;1
315604949;14/11/2023;1
190918350;24/11/2023;1
224573667;19/12/2023;1
521147960;28/11/2023;1
252769537;18/12/2023;1
536266000;19/12/2023;1
231764289;4/12/2023;1
195442935;22/11/2023;1
213443587;30/11/2023;1
210629298;13/12/2023;1
575552523;20/12/2023;1
230157010;19/10/2023;1
193317558;6/10/2023;1
201664081;10/10/2023;1
234966034;17/10/2023;1
220276001;5/12/2023;1
571199914;6/12/2023;1
532289683;6/12/2023;1
237870111;12/12/2023;1
237373647;4/12/2023;1
361562261;7/12/2023;1
193648343;20/11/2023;1
206919397;21/11/2023;1
